#t, p1, p2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, totM_co2 
3.000e+02, 1.094e+05, 1.035e+05,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00000 , 0.00059 
6.000e+02, 1.094e+05, 1.035e+05,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00000 , 0.00117 
9.000e+02, 1.094e+05, 1.035e+05,  0.000e+00, 0.000e+00, 9.950e-08, 0.000e+00,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00000 , 0.00175 
1.200e+03, 1.094e+05, 1.035e+05,  3.081e-04, 0.000e+00, 6.503e-04, 3.081e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00053 , 0.00234 
1.500e+03, 1.094e+05, 1.035e+05,  5.582e-04, 2.482e-04, 9.039e-04, 8.064e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00114 , 0.00292 
1.800e+03, 1.094e+05, 1.035e+05,  9.921e-05, 7.070e-04, 1.113e-03, 8.062e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00176 , 0.00350 
2.100e+03, 1.094e+05, 1.035e+05,  1.015e-04, 7.069e-04, 1.295e-03, 8.084e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00234 , 0.00408 
2.400e+03, 1.094e+05, 1.035e+05,  1.017e-04, 7.071e-04, 1.488e-03, 8.088e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00281 , 0.00467 
2.700e+03, 1.094e+05, 1.035e+05,  1.002e-04, 7.071e-04, 1.549e-03, 8.073e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00281 , 0.00525 
3.000e+03, 1.094e+05, 1.035e+05,  1.010e-04, 7.071e-04, 1.571e-03, 8.082e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00280 , 0.00583 
3.300e+03, 1.094e+05, 1.035e+05,  1.001e-04, 7.071e-04, 1.590e-03, 8.072e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00278 , 0.00641 
3.600e+03, 1.094e+05, 1.035e+05,  1.009e-04, 7.072e-04, 1.634e-03, 8.081e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00277 , 0.00699 
3.900e+03, 1.094e+05, 1.035e+05,  1.022e-04, 7.072e-04, 1.835e-03, 8.094e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00266 , 0.00757 
4.200e+03, 1.094e+05, 1.035e+05,  1.024e-04, 7.071e-04, 2.018e-03, 8.095e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00254 , 0.00816 
4.500e+03, 1.094e+05, 1.035e+05,  1.016e-04, 7.071e-04, 2.145e-03, 8.087e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00247 , 0.00874 
4.800e+03, 1.094e+05, 1.035e+05,  1.005e-04, 7.071e-04, 2.396e-03, 8.076e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00240 , 0.00932 
5.100e+03, 1.094e+05, 1.035e+05,  9.975e-05, 7.071e-04, 2.567e-03, 8.069e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00239 , 0.00990 
5.400e+03, 1.094e+05, 1.035e+05,  8.372e-05, 7.231e-04, 2.751e-03, 8.068e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00240 , 0.01048 
5.700e+03, 1.094e+05, 1.035e+05,  1.894e-04, 7.071e-04, 2.913e-03, 8.965e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00240 , 0.01106 
6.000e+03, 1.094e+05, 1.035e+05,  2.198e-04, 7.568e-04, 3.075e-03, 9.765e-04,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00238 , 0.01164 
6.300e+03, 1.094e+05, 1.035e+05,  3.882e-04, 8.522e-04, 3.226e-03, 1.240e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00240 , 0.01222 
6.600e+03, 1.094e+05, 1.035e+05,  7.750e-04, 8.962e-04, 3.170e-03, 1.671e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00241 , 0.01280 
6.900e+03, 1.094e+05, 1.035e+05,  5.703e-04, 1.451e-03, 3.174e-03, 2.021e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00234 , 0.01338 
7.200e+03, 1.094e+05, 1.035e+05,  7.579e-04, 1.629e-03, 3.091e-03, 2.387e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00239 , 0.01397 
7.500e+03, 1.094e+05, 1.035e+05,  7.364e-04, 1.990e-03, 3.071e-03, 2.726e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00242 , 0.01455 
7.800e+03, 1.094e+05, 1.035e+05,  6.038e-04, 2.391e-03, 3.038e-03, 2.995e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00240 , 0.01513 
8.100e+03, 1.094e+05, 1.035e+05,  6.641e-04, 2.690e-03, 2.911e-03, 3.354e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00241 , 0.01571 
8.400e+03, 1.094e+05, 1.035e+05,  4.442e-04, 3.186e-03, 2.937e-03, 3.630e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00242 , 0.01688 
8.700e+03, 1.094e+05, 1.035e+05,  4.351e-04, 3.368e-03, 2.945e-03, 3.803e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00246 , 0.01804 
9.000e+03, 1.094e+05, 1.035e+05,  3.029e-04, 3.690e-03, 2.992e-03, 3.993e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00249 , 0.01921 
9.300e+03, 1.094e+05, 1.035e+05,  2.887e-04, 3.912e-03, 2.949e-03, 4.200e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00256 , 0.02038 
9.600e+03, 1.094e+05, 1.035e+05,  6.223e-04, 4.006e-03, 2.818e-03, 4.628e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00252 , 0.02154 
9.900e+03, 1.094e+05, 1.035e+05,  7.542e-04, 4.236e-03, 2.735e-03, 4.990e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00260 , 0.02270 
1.020e+04, 1.094e+05, 1.035e+05,  6.632e-04, 4.692e-03, 2.667e-03, 5.355e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00267 , 0.02387 
1.050e+04, 1.094e+05, 1.035e+05,  5.432e-04, 5.005e-03, 2.696e-03, 5.548e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00282 , 0.02503 
1.080e+04, 1.094e+05, 1.035e+05,  3.898e-04, 5.390e-03, 2.674e-03, 5.780e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00284 , 0.02619 
1.110e+04, 1.094e+05, 1.035e+05,  6.127e-04, 5.619e-03, 2.414e-03, 6.232e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00296 , 0.02736 
1.140e+04, 1.094e+05, 1.035e+05,  3.772e-04, 6.019e-03, 2.468e-03, 6.396e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00304 , 0.02852 
1.170e+04, 1.094e+05, 1.035e+05,  4.173e-04, 6.228e-03, 2.463e-03, 6.646e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00300 , 0.02968 
1.200e+04, 1.094e+05, 1.035e+05,  3.031e-04, 6.386e-03, 2.460e-03, 6.690e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00303 , 0.03085 
1.230e+04, 1.094e+05, 1.035e+05,  4.189e-05, 6.689e-03, 2.481e-03, 6.730e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00299 , 0.03201 
1.260e+04, 1.094e+05, 1.035e+05,  2.210e-04, 6.689e-03, 2.442e-03, 6.910e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00307 , 0.03317 
1.290e+04, 1.094e+05, 1.035e+05,  3.859e-04, 6.733e-03, 2.302e-03, 7.119e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00302 , 0.03434 
1.320e+04, 1.094e+05, 1.035e+05,  3.416e-04, 6.893e-03, 2.369e-03, 7.235e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00306 , 0.03550 
1.350e+04, 1.094e+05, 1.035e+05,  3.662e-04, 7.069e-03, 2.290e-03, 7.435e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00298 , 0.03666 
1.380e+04, 1.094e+05, 1.035e+05,  8.213e-04, 7.215e-03, 1.983e-03, 8.036e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00307 , 0.03783 
1.410e+04, 1.094e+05, 1.035e+05,  4.599e-04, 7.657e-03, 1.949e-03, 8.117e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00306 , 0.03899 
1.440e+04, 1.094e+05, 1.035e+05,  1.217e-04, 8.071e-03, 1.966e-03, 8.193e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00318 , 0.04015 
1.470e+04, 1.094e+05, 1.035e+05,  1.244e-04, 8.119e-03, 2.026e-03, 8.244e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00316 , 0.04132 
1.500e+04, 1.094e+05, 1.035e+05,  1.860e-04, 8.198e-03, 2.033e-03, 8.384e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00300 , 0.04248 
1.530e+04, 1.094e+05, 1.035e+05,  3.507e-04, 8.198e-03, 2.032e-03, 8.549e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00291 , 0.04364 
1.560e+04, 1.094e+05, 1.035e+05,  1.525e-04, 8.513e-03, 1.983e-03, 8.666e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00283 , 0.04480 
1.590e+04, 1.094e+05, 1.035e+05,  1.672e-04, 8.551e-03, 1.950e-03, 8.718e-03,  0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.00282 , 0.04596 
1.620e+04, 1.094e+05, 1.035e+05,  1.673e-04, 8.553e-03, 1.981e-03, 8.720e-03,  0.000e+00, 0.000e+00, 6.459e-11, 0.000e+00, 0.00289 , 0.04713 
1.650e+04, 1.094e+05, 1.035e+05,  8.567e-05, 8.720e-03, 1.951e-03, 8.805e-03,  0.000e+00, 0.000e+00, 1.318e-10, 0.000e+00, 0.00283 , 0.04829 
1.680e+04, 1.094e+05, 1.035e+05,  2.752e-04, 8.721e-03, 1.846e-03, 8.996e-03,  0.000e+00, 0.000e+00, 2.800e-10, 0.000e+00, 0.00281 , 0.04945 
1.710e+04, 1.094e+05, 1.035e+05,  2.062e-04, 8.832e-03, 1.811e-03, 9.038e-03,  0.000e+00, 0.000e+00, 1.549e-09, 0.000e+00, 0.00281 , 0.05062 
1.740e+04, 1.094e+05, 1.035e+05,  2.062e-04, 8.831e-03, 1.816e-03, 9.037e-03,  0.000e+00, 0.000e+00, 1.667e-07, 0.000e+00, 0.00281 , 0.05178 
1.770e+04, 1.094e+05, 1.035e+05,  0.000e+00, 9.039e-03, 1.845e-03, 9.039e-03,  0.000e+00, 0.000e+00, 3.689e-05, 0.000e+00, 0.00283 , 0.05294 
1.800e+04, 1.094e+05, 1.035e+05,  0.000e+00, 9.038e-03, 1.848e-03, 9.038e-03,  3.239e-05, 0.000e+00, 2.401e-04, 0.000e+00, 0.00285 , 0.05411 
1.830e+04, 1.094e+05, 1.035e+05,  0.000e+00, 9.032e-03, 1.816e-03, 9.032e-03,  1.826e-05, 9.442e-06, 1.591e-04, 0.000e+00, 0.00287 , 0.05411 
1.860e+04, 1.094e+05, 1.035e+05,  0.000e+00, 9.032e-03, 1.805e-03, 9.032e-03,  0.000e+00, 0.000e+00, 1.093e-04, 0.000e+00, 0.00289 , 0.05411 
1.890e+04, 1.094e+05, 1.035e+05,  0.000e+00, 9.033e-03, 1.800e-03, 9.033e-03,  0.000e+00, 0.000e+00, 5.708e-05, 0.000e+00, 0.00291 , 0.05411 
1.920e+04, 1.094e+05, 1.035e+05,  2.042e-04, 8.827e-03, 1.797e-03, 9.031e-03,  0.000e+00, 0.000e+00, 3.954e-05, 0.000e+00, 0.00293 , 0.05411 
1.950e+04, 1.094e+05, 1.035e+05,  2.033e-04, 8.827e-03, 1.795e-03, 9.030e-03,  0.000e+00, 0.000e+00, 3.302e-05, 0.000e+00, 0.00295 , 0.05411 
1.980e+04, 1.094e+05, 1.035e+05,  2.026e-04, 8.827e-03, 1.793e-03, 9.029e-03,  0.000e+00, 0.000e+00, 2.940e-05, 0.000e+00, 0.00298 , 0.05411 
2.010e+04, 1.094e+05, 1.035e+05,  2.024e-04, 8.827e-03, 1.791e-03, 9.029e-03,  0.000e+00, 0.000e+00, 2.710e-05, 0.000e+00, 0.00300 , 0.05411 
2.040e+04, 1.094e+05, 1.035e+05,  2.021e-04, 8.827e-03, 1.789e-03, 9.029e-03,  0.000e+00, 0.000e+00, 2.539e-05, 0.000e+00, 0.00302 , 0.05410 
2.070e+04, 1.094e+05, 1.035e+05,  2.021e-04, 8.827e-03, 1.787e-03, 9.029e-03,  0.000e+00, 0.000e+00, 2.421e-05, 0.000e+00, 0.00304 , 0.05410 
2.100e+04, 1.094e+05, 1.035e+05,  2.015e-04, 8.827e-03, 1.786e-03, 9.028e-03,  0.000e+00, 0.000e+00, 2.311e-05, 0.000e+00, 0.00305 , 0.05410 
2.130e+04, 1.094e+05, 1.035e+05,  2.018e-04, 8.827e-03, 1.784e-03, 9.029e-03,  0.000e+00, 0.000e+00, 2.218e-05, 0.000e+00, 0.00307 , 0.05410 
2.160e+04, 1.094e+05, 1.035e+05,  2.012e-04, 8.827e-03, 1.783e-03, 9.028e-03,  0.000e+00, 0.000e+00, 2.135e-05, 0.000e+00, 0.00308 , 0.05410 
2.190e+04, 1.094e+05, 1.035e+05,  2.014e-04, 8.827e-03, 1.780e-03, 9.028e-03,  0.000e+00, 0.000e+00, 2.059e-05, 0.000e+00, 0.00309 , 0.05410 
2.220e+04, 1.094e+05, 1.035e+05,  2.012e-04, 8.827e-03, 1.778e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.982e-05, 0.000e+00, 0.00310 , 0.05410 
2.250e+04, 1.094e+05, 1.035e+05,  2.010e-04, 8.827e-03, 1.776e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.917e-05, 0.000e+00, 0.00311 , 0.05410 
2.280e+04, 1.094e+05, 1.035e+05,  2.013e-04, 8.827e-03, 1.773e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.851e-05, 0.000e+00, 0.00311 , 0.05409 
2.310e+04, 1.094e+05, 1.035e+05,  2.008e-04, 8.827e-03, 1.771e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.794e-05, 0.000e+00, 0.00312 , 0.05409 
2.340e+04, 1.094e+05, 1.035e+05,  2.006e-04, 8.827e-03, 1.768e-03, 9.027e-03,  0.000e+00, 0.000e+00, 1.744e-05, 0.000e+00, 0.00312 , 0.05409 
2.370e+04, 1.094e+05, 1.035e+05,  2.008e-04, 8.827e-03, 1.764e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.703e-05, 0.000e+00, 0.00313 , 0.05409 
2.400e+04, 1.094e+05, 1.035e+05,  2.011e-04, 8.827e-03, 1.760e-03, 9.028e-03,  0.000e+00, 0.000e+00, 1.666e-05, 0.000e+00, 0.00313 , 0.05409 
2.430e+04, 1.094e+05, 1.035e+05,  2.018e-04, 8.827e-03, 1.756e-03, 9.029e-03,  0.000e+00, 0.000e+00, 1.633e-05, 0.000e+00, 0.00314 , 0.05409 
2.460e+04, 1.094e+05, 1.035e+05,  2.025e-04, 8.827e-03, 1.751e-03, 9.029e-03,  0.000e+00, 0.000e+00, 1.602e-05, 0.000e+00, 0.00314 , 0.05409 
2.490e+04, 1.094e+05, 1.035e+05,  2.030e-04, 8.827e-03, 1.747e-03, 9.030e-03,  0.000e+00, 0.000e+00, 1.571e-05, 0.000e+00, 0.00314 , 0.05409 
2.520e+04, 1.094e+05, 1.035e+05,  2.033e-04, 8.827e-03, 1.742e-03, 9.030e-03,  0.000e+00, 0.000e+00, 1.541e-05, 0.000e+00, 0.00314 , 0.05408 
2.550e+04, 1.094e+05, 1.035e+05,  2.034e-04, 8.827e-03, 1.737e-03, 9.030e-03,  0.000e+00, 0.000e+00, 1.511e-05, 0.000e+00, 0.00314 , 0.05408 
2.580e+04, 1.094e+05, 1.035e+05,  2.029e-04, 8.827e-03, 1.732e-03, 9.030e-03,  0.000e+00, 0.000e+00, 1.481e-05, 0.000e+00, 0.00314 , 0.05408 
2.610e+04, 1.094e+05, 1.035e+05,  2.004e-04, 8.827e-03, 1.729e-03, 9.027e-03,  0.000e+00, 0.000e+00, 1.451e-05, 0.000e+00, 0.00314 , 0.05408 
2.640e+04, 1.094e+05, 1.035e+05,  1.989e-04, 8.827e-03, 1.725e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.431e-05, 0.000e+00, 0.00315 , 0.05408 
2.670e+04, 1.094e+05, 1.035e+05,  1.989e-04, 8.827e-03, 1.719e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.413e-05, 0.000e+00, 0.00315 , 0.05408 
2.700e+04, 1.094e+05, 1.035e+05,  1.990e-04, 8.827e-03, 1.713e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.395e-05, 0.000e+00, 0.00315 , 0.05408 
2.730e+04, 1.094e+05, 1.035e+05,  1.990e-04, 8.827e-03, 1.707e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.378e-05, 0.000e+00, 0.00315 , 0.05408 
2.760e+04, 1.094e+05, 1.035e+05,  1.990e-04, 8.827e-03, 1.701e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.362e-05, 0.000e+00, 0.00315 , 0.05408 
2.790e+04, 1.094e+05, 1.035e+05,  1.991e-04, 8.827e-03, 1.695e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.347e-05, 0.000e+00, 0.00315 , 0.05407 
2.820e+04, 1.094e+05, 1.035e+05,  1.991e-04, 8.827e-03, 1.689e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.331e-05, 0.000e+00, 0.00315 , 0.05407 
2.850e+04, 1.094e+05, 1.035e+05,  1.991e-04, 8.827e-03, 1.682e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.317e-05, 0.000e+00, 0.00315 , 0.05407 
2.880e+04, 1.094e+05, 1.035e+05,  1.991e-04, 8.827e-03, 1.676e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.303e-05, 0.000e+00, 0.00315 , 0.05407 
2.910e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.670e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.289e-05, 0.000e+00, 0.00315 , 0.05407 
2.940e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.665e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.276e-05, 0.000e+00, 0.00315 , 0.05407 
2.970e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.659e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.263e-05, 0.000e+00, 0.00315 , 0.05407 
3.000e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.653e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.251e-05, 0.000e+00, 0.00315 , 0.05407 
3.030e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.648e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.239e-05, 0.000e+00, 0.00315 , 0.05407 
3.060e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.643e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.227e-05, 0.000e+00, 0.00315 , 0.05407 
3.090e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.637e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.216e-05, 0.000e+00, 0.00315 , 0.05407 
3.120e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.632e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.205e-05, 0.000e+00, 0.00315 , 0.05406 
3.150e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.627e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.194e-05, 0.000e+00, 0.00315 , 0.05406 
3.180e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.623e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.184e-05, 0.000e+00, 0.00315 , 0.05406 
3.210e+04, 1.094e+05, 1.035e+05,  1.993e-04, 8.827e-03, 1.618e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.174e-05, 0.000e+00, 0.00315 , 0.05406 
3.240e+04, 1.094e+05, 1.035e+05,  1.992e-04, 8.827e-03, 1.614e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.164e-05, 0.000e+00, 0.00315 , 0.05406 
3.270e+04, 1.094e+05, 1.035e+05,  1.991e-04, 8.827e-03, 1.609e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.155e-05, 0.000e+00, 0.00314 , 0.05406 
3.300e+04, 1.094e+05, 1.035e+05,  1.989e-04, 8.827e-03, 1.605e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.146e-05, 0.000e+00, 0.00314 , 0.05406 
3.330e+04, 1.094e+05, 1.035e+05,  1.988e-04, 8.827e-03, 1.602e-03, 9.026e-03,  0.000e+00, 0.000e+00, 1.137e-05, 0.000e+00, 0.00314 , 0.05406 
3.360e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.598e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.129e-05, 0.000e+00, 0.00314 , 0.05406 
3.390e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.595e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.121e-05, 0.000e+00, 0.00314 , 0.05406 
3.420e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.591e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.113e-05, 0.000e+00, 0.00314 , 0.05406 
3.450e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.588e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.106e-05, 0.000e+00, 0.00313 , 0.05406 
3.480e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.585e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.098e-05, 0.000e+00, 0.00313 , 0.05406 
3.510e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.583e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.092e-05, 0.000e+00, 0.00313 , 0.05406 
3.540e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.580e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.085e-05, 0.000e+00, 0.00313 , 0.05405 
3.570e+04, 1.094e+05, 1.035e+05,  1.985e-04, 8.827e-03, 1.578e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.078e-05, 0.000e+00, 0.00313 , 0.05405 
3.600e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.576e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.072e-05, 0.000e+00, 0.00313 , 0.05405 
3.630e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.574e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.066e-05, 0.000e+00, 0.00313 , 0.05405 
3.660e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.573e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.060e-05, 0.000e+00, 0.00312 , 0.05405 
3.690e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.572e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.055e-05, 0.000e+00, 0.00312 , 0.05405 
3.720e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.571e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.049e-05, 0.000e+00, 0.00312 , 0.05405 
3.750e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.570e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.044e-05, 0.000e+00, 0.00312 , 0.05405 
3.780e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.569e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.039e-05, 0.000e+00, 0.00312 , 0.05405 
3.810e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.569e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.034e-05, 0.000e+00, 0.00312 , 0.05405 
3.840e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.569e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.030e-05, 0.000e+00, 0.00311 , 0.05405 
3.870e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.569e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.025e-05, 0.000e+00, 0.00311 , 0.05405 
3.900e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.569e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.021e-05, 0.000e+00, 0.00311 , 0.05405 
3.930e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.570e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.017e-05, 0.000e+00, 0.00311 , 0.05405 
3.960e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.570e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.013e-05, 0.000e+00, 0.00311 , 0.05405 
3.990e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.571e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.009e-05, 0.000e+00, 0.00311 , 0.05405 
4.020e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.572e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.006e-05, 0.000e+00, 0.00311 , 0.05405 
4.050e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.573e-03, 9.025e-03,  0.000e+00, 0.000e+00, 1.002e-05, 0.000e+00, 0.00310 , 0.05405 
4.080e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.574e-03, 9.025e-03,  0.000e+00, 0.000e+00, 9.992e-06, 0.000e+00, 0.00310 , 0.05405 
4.110e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.576e-03, 9.025e-03,  0.000e+00, 0.000e+00, 9.961e-06, 0.000e+00, 0.00310 , 0.05405 
4.140e+04, 1.094e+05, 1.035e+05,  1.986e-04, 8.827e-03, 1.577e-03, 9.025e-03,  0.000e+00, 0.000e+00, 9.931e-06, 0.000e+00, 0.00310 , 0.05404 
